id;lien_vers_la_fiche_pat;nom;regions;departements;code_insee;gouvernance;gouvernance_est_territoire_ressource;democratie_alimentaire;democratie_alimentaire_1_nom_de_laction;democratie_alimentaire_1_etat_davancement;democratie_alimentaire_1_est_ressource;democratie_alimentaire_1_resultat_attendu;democratie_alimentaire_1_resultat_atteint;democratie_alimentaire_1_descriptif;democratie_alimentaire_2_nom_de_laction;democratie_alimentaire_2_etat_davancement;democratie_alimentaire_2_est_ressource;democratie_alimentaire_2_resultat_attendu;democratie_alimentaire_2_resultat_atteint;democratie_alimentaire_2_descriptif;democratie_alimentaire_3_nom_de_laction;democratie_alimentaire_3_etat_davancement;democratie_alimentaire_3_est_ressource;democratie_alimentaire_3_resultat_attendu;democratie_alimentaire_3_resultat_atteint;democratie_alimentaire_3_descriptif;democratie_alimentaire_4_nom_de_laction;democratie_alimentaire_4_etat_davancement;democratie_alimentaire_4_est_ressource;democratie_alimentaire_4_resultat_attendu;democratie_alimentaire_4_resultat_atteint;democratie_alimentaire_4_descriptif;democratie_alimentaire_5_nom_de_laction;democratie_alimentaire_5_etat_davancement;democratie_alimentaire_5_est_ressource;democratie_alimentaire_5_resultat_attendu;democratie_alimentaire_5_resultat_atteint;democratie_alimentaire_5_descriptif;groupes_de_concertation_thematiques_perennes;groupes_de_concertation_thematiques_perennes_1_nom_de_laction;groupes_de_concertation_thematiques_perennes_1_etat_davancement;groupes_de_concertation_thematiques_perennes_1_est_ressource;groupes_de_concertation_thematiques_perennes_1_resultat_attendu;groupes_de_concertation_thematiques_perennes_1_resultat_atteint;groupes_de_concertation_thematiques_perennes_1_descriptif;groupes_de_concertation_thematiques_perennes_2_nom_de_laction;groupes_de_concertation_thematiques_perennes_2_etat_davancement;groupes_de_concertation_thematiques_perennes_2_est_ressource;groupes_de_concertation_thematiques_perennes_2_resultat_attendu;groupes_de_concertation_thematiques_perennes_2_resultat_atteint;groupes_de_concertation_thematiques_perennes_2_descriptif;groupes_de_concertation_thematiques_perennes_3_nom_de_laction;groupes_de_concertation_thematiques_perennes_3_etat_davancement;groupes_de_concertation_thematiques_perennes_3_est_ressource;groupes_de_concertation_thematiques_perennes_3_resultat_attendu;groupes_de_concertation_thematiques_perennes_3_resultat_atteint;groupes_de_concertation_thematiques_perennes_3_descriptif;groupes_de_concertation_thematiques_perennes_4_nom_de_laction;groupes_de_concertation_thematiques_perennes_4_etat_davancement;groupes_de_concertation_thematiques_perennes_4_est_ressource;groupes_de_concertation_thematiques_perennes_4_resultat_attendu;groupes_de_concertation_thematiques_perennes_4_resultat_atteint;groupes_de_concertation_thematiques_perennes_4_descriptif;groupes_de_concertation_thematiques_perennes_5_nom_de_laction;groupes_de_concertation_thematiques_perennes_5_etat_davancement;groupes_de_concertation_thematiques_perennes_5_est_ressource;groupes_de_concertation_thematiques_perennes_5_resultat_attendu;groupes_de_concertation_thematiques_perennes_5_resultat_atteint;groupes_de_concertation_thematiques_perennes_5_descriptif;modalites_dimplication_du_grand_public_perennes;modalites_dimplication_du_grand_public_perennes_1_nom_de_laction;modalites_dimplication_du_grand_public_perennes_1_etat_davancement;modalites_dimplication_du_grand_public_perennes_1_est_ressource;modalites_dimplication_du_grand_public_perennes_1_resultat_attendu;modalites_dimplication_du_grand_public_perennes_1_resultat_atteint;modalites_dimplication_du_grand_public_perennes_1_descriptif;modalites_dimplication_du_grand_public_perennes_2_nom_de_laction;modalites_dimplication_du_grand_public_perennes_2_etat_davancement;modalites_dimplication_du_grand_public_perennes_2_est_ressource;modalites_dimplication_du_grand_public_perennes_2_resultat_attendu;modalites_dimplication_du_grand_public_perennes_2_resultat_atteint;modalites_dimplication_du_grand_public_perennes_2_descriptif;modalites_dimplication_du_grand_public_perennes_3_nom_de_laction;modalites_dimplication_du_grand_public_perennes_3_etat_davancement;modalites_dimplication_du_grand_public_perennes_3_est_ressource;modalites_dimplication_du_grand_public_perennes_3_resultat_attendu;modalites_dimplication_du_grand_public_perennes_3_resultat_atteint;modalites_dimplication_du_grand_public_perennes_3_descriptif;modalites_dimplication_du_grand_public_perennes_4_nom_de_laction;modalites_dimplication_du_grand_public_perennes_4_etat_davancement;modalites_dimplication_du_grand_public_perennes_4_est_ressource;modalites_dimplication_du_grand_public_perennes_4_resultat_attendu;modalites_dimplication_du_grand_public_perennes_4_resultat_atteint;modalites_dimplication_du_grand_public_perennes_4_descriptif;modalites_dimplication_du_grand_public_perennes_5_nom_de_laction;modalites_dimplication_du_grand_public_perennes_5_etat_davancement;modalites_dimplication_du_grand_public_perennes_5_est_ressource;modalites_dimplication_du_grand_public_perennes_5_resultat_attendu;modalites_dimplication_du_grand_public_perennes_5_resultat_atteint;modalites_dimplication_du_grand_public_perennes_5_descriptif
1284;https://france-pat.fr/pat/pat-des-hautes-terres/;"PAT de Hautes Terres Communauté";Auvergne-Rhône-Alpes;Cantal;15013,15069,15138,15032,15105,15158,15141,15213,15247,15263,15001,15091,15126,15127,15041,15022,15042,15253,15043,15061,15080,15114,15203,15025,15151,15098,15256,15048,15100,15101,15119,15207,15102,15155,15225;oui;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;oui;"Fiche action 23 - Animer une dynamique collective et active autour du PAAT";"Action en cours";non;"Concertation riche et mise en oeuvre d'actions adaptées aux besoins du territoire. Suivi et alimentation du PAAT par les habitants par l'organisation d'un temps dédié annuel.";;"Contexte : Pour construire une politique agricole et alimentaire ambitieuse, une coordination étroite entre les acteurs du territoire est indispensable. Cela nécessite une animation de proximité et des temps réguliers de concertation, permettant d’accompagner les établissements, de faire émerger une vision partagée et de structurer l’action collective. La mise en place d’une gouvernance dédiée, avec l’implication active des partenaires, est donc primordiale. Hautes Terres Communauté se donne pour mission d’animer et de coordonner ces instances (CoPil annuel, CoTech thématiques, appui aux élus et aux services intercommunaux), afin d’assurer l’intégration des dynamiques locales dans une stratégie globale cohérente et partagée.

Objectif(s) : 
-	Fédérer les acteurs locaux autour du Projet Alimentaire Territorial (PAAT) et assurer une action concertée  
-	Assurer la coordination et l’animation du PAAT  
-	Assurer un suivi et une évaluation des actions mises en œuvre dans le cadre du PAAT.

Action et sous-action(s) (assurées notamment par l’animateur) :  
-	Structurer les objectifs et orientations stratégiques du PAAT, via une prise de décision partagée  
-	Maintenir une dynamique partenariale active et animer les temps d’échanges prévus entre instances de gouvernance, partenaires du PAAT et auprès des habitants  
-	Organiser et animer le Comité de pilotage (CoPil) annuel  
-	Organiser et animer des Comités techniques (CoTech) et groupes de travail thématiques dont un groupe de travail « agriculture et alimentation » réunissant des élus de HTC  
-	Formaliser des conventions de partenariat avec les acteurs concernés  
-	Animer et coordonner les actions inscrites dans le plan d’action du PAAT   
-	Assurer un suivi et une évaluation des actions du PAAT en mobilisant les indicateurs définis dans les fiches actions  
-	Rechercher des financements complémentaires  
-	Communiquer sur les actions du PAAT  
-	Organiser un évènement annuel participatif autour des enjeux agricoles et alimentaires du PAAT sur le modèle du forum alimentaire pour recueillir les retours des habitants sur le PAAT (conférences, projections en lien avec des actions du PAAT, suivies de présentation des actions, de tables rondes et de débats collectifs permettant des échanges sur ces actions)  
-	Assurer le lien avec les dispositifs départementaux et régionaux, et notamment les réseaux inter-PAT. 

Public(s) cible(s) : Élus, partenaires du PAAT, acteurs locaux et habitants.";;;non;;;;;;non;;;;;;non;;;;;;non;;;
1285;https://france-pat.fr/pat/pat-de-valence-romans-agglo/;"PAT de Valence Romans Agglo";Auvergne-Rhône-Alpes;Drôme;26088,26139,26173,26207,26224,26310,26039,26057,26140,26225,26294,26023,26058,26124,26024,26107,26210,26313,26362,26379,26042,26281,26298,26196,26212,26381,26197,26231,26382,26079,26129,26232,26064,26096,26081,26319,26032,26049,26149,26252,26218,26034,26068,26084,26100,26355,26170,26273,26323,26004,26037,26087,26206,26358;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1286;https://france-pat.fr/pat/pat-de-la-drome/;"PAT du Département de la Drôme";Auvergne-Rhône-Alpes;Drôme;26262,26279,26296,26313,26329,26345,26362,26379,26008,26024,26041,26059,26075,26091,26107,26125,26142,26160,26176,26194,26210,26227,26245,26263,26281,26298,26314,26330,26346,26363,26380,26009,26025,26042,26060,26076,26092,26108,26126,26143,26161,26177,26195,26211,26228,26246,26264,26282,26299,26315,26331,26347,26364,26381,26010,26026,26043,26061,26077,26093,26110,26127,26144,26162,26178,26196,26212,26229,26247,26266,26283,26300,26316,26332,26348,26365,26382,26011,26027,26045,26062,26078,26094,26111,26128,26145,26163,26179,26197,26213,26231,26248,26267,26284,26301,26317,26333,26349,26367,26012,26028,26046,26063,26079,26095,26112,26129,26146,26164,26180,26198,26214,26232,26249,26268,26285,26302,26318,26334,26350,26368,26013,26030,26047,26064,26080,26096,26113,26130,26147,26165,26181,26199,26215,26233,26250,26269,26286,26303,26319,26335,26351,26369,26014,26031,26048,26065,26081,26097,26114,26131,26148,26166,26182,26200,26216,26234,26251,26270,26287,26304,26320,26336,26352,26370,26015,26032,26049,26066,26082,26098,26115,26133,26149,26167,26183,26201,26217,26235,26252,26271,26288,26305,26321,26337,26353,26371,26016,26033,26050,26067,26083,26099,26116,26134,26150,26168,26185,26202,26218,26236,26253,26272,26289,26306,26322,26338,26355,26372,26001,26017,26034,26051,26068,26084,26100,26117,26135,26152,26169,26186,26203,26220,26238,26254,26273,26290,26307,26323,26339,26356,26373,26002,26018,26035,26052,26069,26085,26101,26118,26136,26153,26170,26188,26204,26221,26239,26255,26274,26291,26308,26324,26340,26357,26374,26003,26019,26036,26054,26070,26086,26102,26119,26137,26154,26171,26189,26205,26222,26240,26256,26275,26292,26309,26325,26341,26358,26375,26004,26020,26037,26055,26071,26087,26103,26121,26138,26155,26172,26190,26206,26223,26241,26257,26276,26293,26310,26326,26342,26359,26376,26005,26021,26038,26056,26072,26088,26104,26122,26139,26156,26173,26191,26207,26224,26242,26258,26277,26294,26311,26327,26343,26360,26377,26006,26022,26039,26057,26073,26089,26105,26123,26140,26157,26174,26192,26208,26225,26243,26259,26278,26295,26312,26328,26344,26361,26378,26007,26023,26040,26058,26074,26090,26106,26124,26141,26159,26175,26193,26209,26226,26244,26261;oui;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1287;https://france-pat.fr/pat/pat-du-diois/;"PAT du Diois";Auvergne-Rhône-Alpes;Drôme;26040,26159,26175,26361,26378,26142,26262,26025,26076,26228,26246,26178,26282,26299,26027,26062,26248,26283,26300,26012,26164,26030,26047,26113,26147,26215,26167,26067,26168,26253,26321,26001,26017,26152,26186,26254,26069,26136,26204,26255,26036,26086,26205,26274,26291,26308,26055,26359,26123,26327;oui;non;oui;"Sécurité Sociale de l'Alimentation ";"Action en cours";oui;"Des produits locaux, sains et durables accessibles au plus grand nombre, notamment aux plus fragiles, des choix alimentaires éclairés et renforcés";;"Soutenir les expérimentations de sécurité sociale de l'alimentation pour favoriser la démocratie alimentaire 

Grandes étapes
1.	Accompagnement de dispositifs d’expérimentations 
2.	Suivi et évaluation d’impact des dispositifs

Moyens
1 chargée de mission alimentation pour l'animation et l'accompagnement

Public cible
PERSONNES VULNERABLES,PRODUCTEUR-RICE-S, PARTENAIRES SOCIAUX ET ASSOCIATIFS
";;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1288;https://france-pat.fr/pat/pait-des-baronnies-provencales/;"PAT du Parc naturel régional des Baronnies provençales";"Auvergne-Rhône-Alpes, Provence-Alpes-Côte d'Azur";"Alpes-de-Haute-Provence, Hautes-Alpes, Drôme";05024,05097,05169,26018,26153,26188,26239,26373,26154,26189,26256,26340,26374,05047,05081,05099,05155,26103,26190,26292,26375,05048,05117,05135,05172,26104,26242,26276,26376,05028,05118,26022,26105,26377,05102,05158,26193,26209,26244,26278,05051,05086,05159,26075,26091,26227,26245,26279,26329,05070,05160,26126,26161,26263,26363,05014,05033,05053,05089,26026,26043,26127,26229,26264,05016,26348,05091,05126,26012,26046,26063,26112,26180,26267,26317,26367,26013,26130,26181,26199,26215,26233,26318,26350,05165,26048,26182,26200,26269,26286,26303,26335,26369,05021,05076,05094,05129,05166,26082,26201,26304,26370,05167,26016,26050,26067,26150,26202,26236,26288,05131,26220,26238,26306,26372;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1289;https://france-pat.fr/pat/pat-de-royans-vercors/;"Royans Vercors";Auvergne-Rhône-Alpes;Drôme;26074,26059,26315,26331,26364,26163,26316,26302,26066,26217,26270,26320,26117,26290,26307,26223,26309,26311;oui;oui;oui;"Accompagnement des initiatives locales pour rendre les produits locaux et bio accessibles";"Action programmée";non;"Amélioration de l'offre alimentaire de qualité accessible aux personnes en situation de précarité alimentaire";Non;"Accompagnement du collectif citoyen vers des expérimentations SSA par le Centre Social notamment : Support méthodologique et logistique, mobilisation et implication de tous les habitants et des acteurs du système alimentaire, implication dans la gouvernance, dans un fonctionnement pérenne, suivi et évaluation.";;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;oui;"Assemblées annuelles du PAT";"Action en cours";oui;"Participation de tous les acteurs du système alimentaire dont consommateur à la coconstruction du PAT et à sa mise en place";"Oui pour la coconstruction";"Assemblées annuelles du PAT pour que les acteurs du système alimentaire puissent se rencontrer et partager les avancées du PAT (temps de rencontre professionnel, communication PAT autour d'un événement, conférence/table ronde pour faire évoluer le PAT,…).";;;non;;;;;;non;;;;;;non;;;;;;non;;;
1290;https://france-pat.fr/pat/pat-de-montelimar-agglomeration/;"PAT de Montélimar- Agglomération";Auvergne-Rhône-Alpes;Drôme;26031,26251,26287,26352,26305,26337,26353,26272,26338,26052,26085,26339,26102,26171,26121,26257,26191,26258,26005,26157,26106,26312,26176,26008,26078,26095,26198;oui;oui;oui;"ANIMER ET ASSURER LA MISE EN ŒUVRE DU PAT";"Action en cours";oui;"Augmenter le nombre d'élu(e)s sensibilisé(e)s et actifs ayant choisi 1 ou plusieurs actions PAT à mettre en œuvre sur leurs communes  Augmenter le nombre de partenariat avec les PAT voisin";"Labellisation de Niveau 2 depuis Octobre 2024 et 93 K€ de subventions obtenues";"Fiche action TRANSVERSALE
Orientation TRANSVERSALE

Le Projet Alimentaire Territorial (PAT) s'inscrit dans le projet de Territoire de Montélimar-Agglomération 2021-2030, au niveau de l'enjeu O4 ""Préserver et mettre en valeur l'environnement de notre territoire"". 
La délibération de Montélimar-Agglomération du 10/03/21 a reçu un appui favorable et unanime des élus pour candidater à l'appel à projet du PNA (Projet Alimentaire Territorial de Niveau 1). Le dossier de candidature PAT déposé en avril-mai 2021 a été lauréat et labellisé Niveau 1 le 1er juin 2021. Les travaux sur la phase d'émergence du PAT ont débuté en octobre 2022, avec l'arrivée d'une chargée de mission. Les instances mobilisées en 2023-2024 pour l’émergence du PAT (ateliers de diagnostic, instance de consultation pour la validation du diagnostic et l'élaboration du programme d'action, comité de pilotage, équipe projet pour le suivi de la mission) ont sollicité la collaboration de nombreux partenaires locaux. La réalisation du diagnostic partagé agricole et alimentaire du territoire avec le soutien du Bureau d'étude Solliance Alimentaire a permis d'aboutir à la création du Plan d'action du PAT en mars 2024.
Le Conseil Communautaire, en date du 4 avril 2024, a validé à l'unanimité la délibération approuvant la proposition de Plan d'Action du PAT et sa mise en œuvre sur une durée de 5 ans.
Le service agricole de Montélimar-Agglomération (Maison de l'Agriculture) se charge de préparer le dossier de candidature pour une labellisation de niveau 2 du PAT de Montélimar-Agglomération courant 2024 (phase de mise en œuvre du plan d'action du Projet Alimentaire Territorial).

A l'échelle départementale, la Drôme comptait 7 PAT en phase d'émergence début 2024, incluant le PAT de Montélimar-Agglomération, le PAT de Dieulefit-Bourdeaux, le PAT Départemental, etc.
Au-delà des PAT, les collectivités voisines peuvent porter des démarches inspirantes, entretenir une bonne dynamique de réseau entre les différents acteurs des territoires voisins. La dynamique d'animation du PAT de Montélimar-Agglomération est nécessaire aux futures synergies.

Les parties prenantes du territoire soulignent que la sensibilisation des élus constitue un point de départ essentiel pour entreprendre des actions en faveur d'un système alimentaire durable.
La crise sanitaire du COVID met en lumière la sensibilité de la distribution alimentaire actuelle face aux ruptures d'approvisionnement, notamment sur les territoires peu autonomes du point de vue de la production agricole alimentaire. La démarche de PAT peut contribuer à améliorer la résilience alimentaire du territoire, dynamiser les productions agricoles nourricières et mettre en place des conditions favorables pour atténuer l'impact de futures crises (économiques, sociales, climatiques, sanitaire...) sur l'accès à l'alimentation des consommateurs du territoire .

Pour rendre visible son action, créer du lien entre les acteurs du territoire, créer du lien sur des thématiques transversales, susciter des sollicitations de porteurs de projet en lien avec l’alimentation locale, durable, le PAT doit communiquer. 
Cette communication peut aussi être un outil au service de la sensibilisation des acteurs, de la mise en avant d’initiatives du territoire, de la mise en avant des producteurs locaux.
Une démarche de facilitation graphique accompagne la phase d'émergence du PAT, produisant des supports sur les enjeux du système alimentaire de l'agglomération. Ces supports sont un point de départ pour la sensibilisation des différents publics autour d'actions du PAT et de l'alimentation saine et durable.

Objectifs: 

* Donner de la visibilité aux actions du PAT
* Sensibiliser sur les enjeux de l’alimentation durable et locale
* Animer / développer un réseau de partenaires moteurs 
* Formaliser la gouvernance du PAT avec : un organe décideur, un organe de pilotage des actions, un organe de consultation
* Créer des moments d'échanges autour du PAT
* Formaliser la relation avec certains partenaires et conventionner
* Eveiller, alerter et accompagner les élus pour développer la résilience alimentaire du territoire

Bénéficiaires: ELU(E)S - PARTENAIRES TECHNIQUES/INSTITUTIONNELS - ACTEURS ECONOMIQUES/PUBLICS - ASSOCIATIONS - CONSOMMATEURS - AGRICULTEURS - COMMUNES -EPCI VOISINES - DEPARTEMENTS - REGION - ECOSTYSTEME ALIMENTAIRE

BILAN au 11/04/2025:

*MISE A JOUR – DESCRIPTION GENERALE
1- Structurer la gouvernance du PAT et Animer / développer un réseau de partenaires moteurs 
Formaliser l'instance consultative, gérer les demandes de subventions
Mettre en place le pilotage des actions et des indicateurs de suivi
Réaliser l'évaluation de l'impact des actions (en 2027 et en 2029)
2- Communiquer
Mobiliser des moyens de communication (plan de communication) 
3- Dynamique de réseaux
Enrichir notre dynamique partenariales en intégrant les différentes échelles territoriales de PAT
Intégrer le PAT dans l’écosystème supra-territorial (départemental, territoires voisins, régional)
4- Mobiliser vers la résilience alimentaire
- Sensibiliser les élus 
- Alerter sur les risques liés aux ruptures d'approvisionnement

* GOUVERNANCE TRANSVERSALE
Animation et Bilan COTECH Gouvernance &amp  COPIL
Pilotage des actions et des indicateurs de suivi
Demande de Subvention (Candidature)
Demande de paiement (Bilan avec livrables)
Coordination transversale avec les partenaires et élu(e)s
Mobilisation des elu(e)s autour des actions du PAT
Chiffres clés:
Labellisation de Niveau 2 depuis Octobre 2024
93 K€ de subventions obtenues
";;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1291;https://france-pat.fr/pat/pat-de-dieulefit-bourdeaux/;"PAT de Dieulefit-Bourdeaux";Auvergne-Rhône-Alpes;Drôme;26051,26101,26356,26373,26003,26222,26056,26276,26243,26343,26060,26045,26111,26249,26268,26334,26350,26114,26131,26351,26202;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1292;https://france-pat.fr/pat/pat-du-val-de-drome-en-biovallee/;"PAT de la Communauté de communes du Val de Drôme en Biovallée";Auvergne-Rhône-Alpes;Drôme;26035,26221,26137,26240,26020,26241,26021,26006,26208,26277,26007,26141,26344,26125,26195,26346,26144,26128,26365,26214,26165,26065,26097,26166,26098,26115,26336,26134,26185;oui;oui;oui;"Collectif citoyen - assemblée citoyenne";"Action en cours";oui;"objet sonore, émission, vidéos issues de la démarche";;"Un groupe d'habitants a été mobilisé et est accompagné sur une année par l'association Aequitaz, autour des questions du droit à l'alimentation. Le groupe partage des situations vécues, explore ensemble son paysage alimentaire, réalise des podcasts, émissions et vidéos qui permettront de laisser trace de la démarche et de leurs paroles. Un 1er temps fort prévu le 3 juillet 2024 sous forme d'assemblée. L'objectif est de partager des constats et propositions aux élus notamment.";;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1293;https://france-pat.fr/pat/pat-du-crestois-pays-de-saillans-coeur-de-drome/;"PAT de la Communauté de Communes du Crestois et du Pays de Saillans Coeur de Drôme";Auvergne-Rhône-Alpes;Drôme;26108,26011,26234,26015,26080,26122,26368,26019,26266,26090,26183,26371,26296,26328,26289;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1294;https://france-pat.fr/pat/pat-de-lisere/;"PAT du Département de l'Isère";Auvergne-Rhône-Alpes;Isère;38019,38039,38055,38071,38089,38106,38127,38146,38162,38182,38199,38217,38237,38254,38271,38288,38308,38325,38342,38358,38376,38393,38409,38426,38444,38462,38479,38498,38517,38533,38551,38567,38001,38020,38040,38056,38072,38090,38107,38128,38147,38163,38183,38200,38218,38238,38255,38272,38289,38309,38326,38343,38359,38377,38394,38410,38427,38445,38463,38480,38499,38518,38535,38552,38002,38022,38041,38057,38073,38091,38108,38129,38148,38166,38184,38203,38219,38239,38256,38273,38290,38310,38328,38344,38360,38378,38395,38412,38428,38446,38464,38481,38500,38519,38536,38553,38003,38023,38042,38058,38074,38092,38109,38130,38149,38167,38185,38204,38221,38240,38257,38275,38291,38311,38329,38345,38361,38379,38396,38413,38429,38448,38465,38483,38501,38520,38537,38554,38004,38026,38043,38059,38075,38093,38110,38131,38150,38169,38186,38205,38222,38241,38258,38276,38292,38313,38330,38346,38362,38380,38397,38414,38430,38449,38466,38484,38503,38521,38538,38555,38005,38027,38044,38060,38076,38094,38111,38132,38151,38170,38187,38206,38223,38242,38259,38277,38294,38314,38331,38347,38363,38381,38398,38415,38431,38450,38467,38485,38504,38522,38539,38556,38006,38029,38045,38061,38077,38095,38112,38133,38152,38171,38188,38207,38224,38243,38260,38278,38295,38315,38332,38348,38364,38382,38399,38416,38432,38451,38468,38486,38505,38523,38540,38557,38008,38030,38046,38062,38078,38097,38113,38134,38153,38172,38189,38208,38225,38244,38261,38279,38296,38316,38333,38349,38365,38383,38400,38417,38433,38452,38469,38487,38507,38524,38542,38558,38009,38031,38047,38063,38080,38098,38114,38135,38154,38173,38190,38209,38226,38245,38263,38280,38297,38317,38334,38350,38366,38384,38401,38418,38434,38453,38470,38488,38508,38525,38543,38559,38010,38032,38048,38064,38081,38099,38115,38136,38155,38174,38191,38210,38228,38246,38264,38281,38298,38318,38335,38351,38368,38386,38402,38419,38436,38454,38471,38489,38509,38526,38544,38560,38011,38033,38049,38065,38082,38100,38116,38137,38156,38175,38192,38211,38229,38247,38265,38282,38299,38319,38336,38352,38369,38387,38403,38420,38437,38455,38472,38490,38511,38527,38545,38561,38012,38034,38050,38066,38083,38101,38117,38138,38157,38176,38193,38212,38230,38248,38266,38283,38300,38320,38337,38353,38370,38388,38404,38421,38438,38456,38473,38492,38512,38528,38546,38562,38013,38035,38051,38067,38084,38102,38118,38139,38158,38177,38194,38213,38231,38249,38267,38284,38301,38321,38338,38354,38372,38389,38405,38422,38439,38457,38474,38494,38513,38529,38547,38563,38015,38036,38052,38068,38085,38103,38120,38140,38159,38179,38195,38214,38232,38250,38268,38285,38303,38322,38339,38355,38373,38390,38406,38423,38440,38458,38475,38495,38514,38530,38548,38564,38017,38037,38053,38069,38086,38104,38124,38141,38160,38180,38197,38215,38235,38252,38269,38286,38304,38323,38340,38356,38374,38391,38407,38424,38442,38459,38476,38496,38515,38531,38549,38565,38018,38038,38054,38070,38087,38105,38126,38144,38161,38181,38198,38216,38236,38253,38270,38287,38307,38324,38341,38357,38375,38392,38408,38425,38443,38460,38478,38497,38516,38532,38550,38566;oui;oui;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;oui;"Réunir et animer une instance d'information et de concertation avec tous les EPCI de l'Isère (2 à 3 réunions/an), favoriser le maillages des territoires isérois.";"Action en cours";oui;"Maillage des territoires isérois pour un partage d'information, une optimisation des pratiques et une mise en synergie de moyens.";"2 à 3 réunions par an";"Réunions à l'invitation du vice-président du Département en charge de la ruralité, de l'agriculture et de la forêt du Département de l'Isère, avec les vices-présidents des EPCI en charge d'agriculture et d'alimentation   en présence des représentants des services concernés.";;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
